age,balance,currency,daily,drawdown,expectancy,gain,leverage,link,lots,monthly,name,pips,price,profit,profit_factor,rank,trades,won
29.0,3454.25,USD, 0.11%,44.61%,1,161.65%,200 ,https://www.signalstart.com/analysis/retirenow/266636, 187.21, 3.22%,RetireNow,-25131.6,$30.00,5804.5, 1.49,509,7988, 70%
36.23,802.05,USD, 0.15%,16.78%,5,436.99%,500 ,https://www.signalstart.com/analysis/cnhn/249718, 160.55, 4.68%,CNHN,13050.9,$35.00,962.12, 1.17,508,5173, 70%
54.0,44153.76,EUR, 0.23%,52.93%,4,4018.83%,100 ,https://www.signalstart.com/analysis/pro-trade-signal/189957, 412.89, 6.98%,Pro Trade Signal,88754.1,$35.00,24427.04, 1.8,507,3121, 74%
82.0,4090.37,EUR, 0.06%,18.29%,1,348.72%,500 ,https://www.signalstart.com/analysis/twelve-yearly-backtest-4/252702, 139.73, 1.81%,TWELVE YEARLY BACKTEST 4,34874.1,$30.00,15921.74, 2.56,505,6886, 83%
88.0,688.57,USD, 0.06%,51.61%,9,409.53%,50 ,https://www.signalstart.com/analysis/oanda-v20-trading-ira/21613, 65, 1.83%,Oanda V20 Trading IRA,5461.2,$30.00,1631.62, 1.55,506,2837, 80%
9.82,222.57,USD, 0.35%,52.65%,6,179.48%,500 ,https://www.signalstart.com/analysis/smitefx-x-supra/265058, 4.42, 10.99%,SmiteFX x SUPRA,824.2,$30.00,172.57, 1.81,503,314, 70%
11.02,240.52,EUR, 0.27%,11.14%,5,140.52%,500 ,https://www.signalstart.com/analysis/ea-top/261939, 7.94, 8.28%,EA Top,697.8,$35.00,140.52, 2.17,502,197, 76%
47.0,14656.85,SGD, 0.20%,29.92%,4,1587.18%,500 ,https://www.signalstart.com/analysis/pure-signals-fx/184941," 4,701.06", 6.07%,Pure Signals FX,38367.4,$50.00,261692.74, 1.94,504,16243, 72%
18.0,8005.45,USD, 0.17%,45.73%,5,156.35%,500 ,https://www.signalstart.com/analysis/multiwaywide-mt5-roboforex/261338, 59.09, 5.31%,MultiWayWide MT5 Roboforex,9344.8,$50.00,4785.84, 2.37,501,890, 76%
17.0,17144.54,USD, 0.77%,74.38%,7,5683.30%,500 ,https://www.signalstart.com/analysis/kaizen-eurusd-killer/262257, 134.54, 25.67%,Kaizen EURUSD KILLER,7443.3,$30.00,10763.42, 3.38,500,1056, 82%
13.0,2019.37,USD, 0.21%,58.96%,3,147.14%,200 ,https://www.signalstart.com/analysis/golddiger/257991, 90.18, 6.63%,Golddiger,22017.2,$50.00,4244.82, 2.28,499,1140, 62%
23.0,1402.38,EUR, 0.03%,33.42%,1,20.57%,200 ,https://www.signalstart.com/analysis/fxtopsystem/271029, 2.07, 0.81%,FxTopSystem,2909.8,$75.00,127.96, 1.14,498,207, 41%
38.0,6480.51,USD, 0.12%,30.41%,2,328.08%,500 ,https://www.signalstart.com/analysis/fire-gc/221571, 77.33, 3.75%,FIRE GC,22812.5,$50.00,7261.78, 2.75,497,2473, 77%
52.0,15835.76,EUR, 0.08%,27.60%,1,237.39%,500 ,https://www.signalstart.com/analysis/twelve-yearly-backtest-2/249212, 118.62, 2.32%,Twelve Yearly Backtest 2,38027.8,$30.00,5840.7, 1.86,495,6216, 84%
65.0,32043.86,USD, 0.07%,12.21%,2,274.49%,200 ,https://www.signalstart.com/analysis/scr-euraud/63535," 2,414.94", 2.02%,SCR EURAUD,300.8,$30.00,24043.86, 1.94,494,1429, 75%
17.0,4718.27,USD, 0.18%,42.14%,8,165.34%,500 ,https://www.signalstart.com/analysis/multiway-wide-mt4-icm/253793, 20.13, 5.55%,MultiWay Wide MT4 ICM,5873.8,$50.00,1718.27, 2.59,493,542, 74%
11.85,12054.06,EUR, 0.10%,30.77%,5,41.98%,100 ,https://www.signalstart.com/analysis/minimumddmaximumprofit/266951, 51.02, 2.99%,MinimumDDmaximumProfit,-110228.8,$50.00,2966.34, 1.76,492,1822, 69%
82.0,2801.6,EUR, 0.07%,29.10%,5,423.54%,500 ,https://www.signalstart.com/analysis/1000019669/110927, 124, 2.00%,1000019669,43605.0,$30.00,5974.61, 1.75,491,6753, 81%
5.2,8274.88,SGD, 0.20%,36.34%,1,37.45%,500 ,https://www.signalstart.com/analysis/pristine-fx-1/267716, 159.56, 6.28%,Pristine Fx 1,4812.8,$69.00,3349.64, 1.32,490,2260, 69%
58.0,5016.36,EUR, 0.07%,25.85%,9,233.53%,500 ,https://www.signalstart.com/analysis/thirtypercentfivethousand/265774, 63.93, 2.06%,ThirtyPercentFiveThousand,35914.5,$30.00,5931.88, 2.44,489,6131, 85%
4.72,230.55,USD, 0.61%,73.07%,7,135.60%,500 ,https://www.signalstart.com/analysis/wealthleaker-system/267736, 19.56, 19.73%,Wealthleaker System,898.3,$30.00,83.36, 1.06,488,1347, 60%
20.0,139163.4,USD, 0.45%,24.70%,3,1581.80%,500 ,https://www.signalstart.com/analysis/tango4-robot-100k/258348," 1,000.97", 14.56%,Tango4 Robot 100k,6608.5,$500.00,39163.4, 1.92,487,25599, 69%
37.0,30191.98,EUR, 0.12%,35.58%,5,302.93%,300 ,https://www.signalstart.com/analysis/ice-cold/246498," 1,398.36", 3.73%,Ice Cold,2129.7,$45.00,12192.96, 1.19,486,4701, 71%
8.03,154.41,USD, 0.18%,83.39%,1,54.41%,500 ,https://www.signalstart.com/analysis/golden-run/265592, 1.78, 5.54%,GOLDEN RUN,8205.0,$40.00,54.41, 1.07,485,178, 37%
4.46,2461.33,USD, 0.14%,36.05%,7,20.63%,500 ,https://www.signalstart.com/analysis/infinite-masterbot-v2/268922, 16.88, 4.26%,INFINITE MASTERBOT V2,4350.8,$30.00,461.33, 1.48,484,1640, 81%
18.0,559.73,USD, 0.30%,51.11%,5,459.73%,500 ,https://www.signalstart.com/analysis/littlecrazy-mt4-roboforex/253789, 4.81, 9.54%,LittleCrazy MT4 Roboforex,2693.2,$50.00,459.73, 3.25,483,215, 79%
2.43,596.72,USD, 0.24%,45.67%,2,19.34%,200 ,https://www.signalstart.com/analysis/hitprofitsea-gold/270366, 12.33, 7.45%,HitprofitsEA Gold,-507.0,$40.00,96.72, 1.67,482,122, 86%
10.1,242.92,EUR, 0.21%,45.12%,6,90.89%,500 ,https://www.signalstart.com/analysis/market-killer-ea/262485, 3.53, 6.59%,Market killer EA,609.2,$75.00,142.52, 1.83,481,237, 76%
21.0,5178.59,EUR, 0.12%,72.42%,1,126.37%,500 ,https://www.signalstart.com/analysis/retirement-plan-zami84/269316, 176.9, 3.76%,Retirement Plan Zami84,58159.0,$30.00,4390.63, 1.65,480,3411, 74%
23.0,6834.36,USD, 0.26%,69.67%,6,525.37%,500 ,https://www.signalstart.com/analysis/zerma/263709, 88.76, 8.22%,ZERMA,479.2,$75.00,4924.2, 2.35,478,738, 54%
12.36,1287.96,USD, 0.27%,26.74%,4,172.24%,500 ,https://www.signalstart.com/analysis/enjoymypipseaauto/259688, 8.53, 8.30%,EnjoymypipsEAauto,5994.4,$99.00,518.7, 3.05,477,448, 76%
89.0,11718.03,EUR, 0.07%,24.69%,3,560.65%,500 ,https://www.signalstart.com/analysis/30pa15000eur/265764, 90.96, 2.09%,30PA15000EUR,21045.7,$30.00,10353.87, 2.67,476,3993, 84%
52.0,9998.17,USD, 0.03%,21.49%,5,73.07%,500 ,https://www.signalstart.com/analysis/long-term-investment/105446, 116.36, 1.04%,Long term investment,39969.4,$100.00,8123.45, 1.65,479,7204, 74%
81.0,2280.42,EUR, 0.11%,28.64%,9,1400.13%,500 ,https://www.signalstart.com/analysis/1000025562/51652, 124.42, 3.33%,1000025562,53945.4,$30.00,6405.3, 1.83,475,7872, 81%
11.07,31777.14,EUR Cent, 0.18%,47.07%,2,83.57%,30 ,https://www.signalstart.com/analysis/robo-forex-pro-tx-25/261132, 157.5, 5.63%,ROBO FOREX PRO TX 25,7194.8,$30.00,11777.14, 3.32,474,878, 90%
16.0,40061.67,EUR Cent, 0.15%,56.41%,7,103.16%,30 ,https://www.signalstart.com/analysis/robo-forex-pro-trend-gold/254925, 314.7, 4.47%,ROBO FOREX PRO TREND GOLD,10830.8,$30.00,17061.67, 2.88,473,1903, 89%
13.0,61317.77,EUR, 0.04%,23.33%,2,18.12%,500 ,https://www.signalstart.com/analysis/safegrowthinvestment/262379, 233.89, 1.24%,SafeGrowthInvestment,-6071.0,$100.00,9188.72, 1.42,472,2728, 73%
21.0,5923.03,EUR, 0.80%,74.47%,9,15672.90%,500 ,https://www.signalstart.com/analysis/cc-invest-dinamic/269589," 2,818.13", 26.97%,CC INVEST DINAMIC,8239.4,$189.00,72219.63, 1.61,471,8898, 69%
5.02,666.16,USD, 0.18%,13.23%,1,31.89%,500 ,https://www.signalstart.com/analysis/synthetic-fx/267172, 5.62, 5.66%,Synthetic FX,1443.4,$35.00,165.42, 1.32,470,469, 80%
14.0,828.88,USD, 0.17%,29.64%,2,111.24%,500 ,https://www.signalstart.com/analysis/forexv1/263785, 17.75, 5.20%,ForexV1,1721.3,$50.00,623.34, 1.6,469,848, 73%
13.0,1548.72,EUR, 0.27%,72.45%,2,209.17%,500 ,https://www.signalstart.com/analysis/furioso/261882, 25.16, 8.42%,Furioso,3356.1,$35.00,1048.72, 2,468,804, 74%
35.0,1063.12,USD, 0.02%,15.15%,6,28.50%,500 ,https://www.signalstart.com/analysis/stabilitas-by-growex-trading/238052, 14.05, 0.70%,Stabilitas by GROWEX Trading,720.9,$30.00,373.12, 2.87,467,279, 77%
2.3,1196.41,USD, 0.26%,38.54%,9,19.64%,500 ,https://www.signalstart.com/analysis/afsid-group-jpy-hunter/270763, 8.54, 8.01%,AFSID Group JPY Hunter,-1209.2,$33.00,196.41, 1.27,466,421, 55%
38.0,1168.74,USD, 0.14%,55.33%,2,416.45%,500 ,https://www.signalstart.com/analysis/shuguang-ticmill/241086, 33.92, 4.34%,ShuGuang TiCMill,7505.9,$33.00,1068.74, 1.49,465,814, 78%
21.0,20349.53,USD, 0.30%,76.30%,23,636.52%,400 ,https://www.signalstart.com/analysis/will29/270919, 144.66, 9.55%,will29,15821.5,$45.00,25544.91, 32.16,464,688, 87%
12.89,5268.09,USD, 0.18%,36.52%,5,101.24%,100 ,https://www.signalstart.com/analysis/fast-scalper-gu/259563, 67.33, 5.49%,Fast Scalper GU,634.1,$35.00,3037.24, 2.02,463,1266, 59%
10.49,1434.79,USD, 0.13%,20.25%,7,48.90%,500 ,https://www.signalstart.com/analysis/pemetainvest-7001/269033, 21.59, 3.85%,PEmetainvest 7001,40346.0,$49.00,539.45, 1.31,461,811, 72%
82.0,2149.95,EUR, 0.06%,21.37%,9,344.76%,500 ,https://www.signalstart.com/analysis/twelve-yearly-backtest-1/179697, 59.43, 1.80%,Twelve Yearly Backtest 1,36706.0,$30.00,2986.22, 1.87,462,5303, 82%
2.82,2024.84,USD, 0.01%,14.44%,3,1.24%,30 ,https://www.signalstart.com/analysis/mid-high-frequency-low-risk/269029, 4.41, 0.43%,Mid High Frequency low risk,2148.3,$30.00,24.84, 1.03,460,161, 76%
20.0,34289.0,AUD, 0.06%,24.12%,6,41.35%,500 ,https://www.signalstart.com/analysis/ossa-by-securefx-trader/251579, 103.93, 1.68%,Ossa by SecureFX Trader,19345.9,$35.00,10766.64, 1.77,459,4176, 73%
29.0,2471.33,USD, 0.21%,39.73%,2,544.08%,500 ,https://www.signalstart.com/analysis/bird-nusantara-red-white/238392, 119.78, 6.47%,Bird Nusantara Red White,3211.6,$30.00,4069.33, 1.58,458,2617, 58%
12.03,11085.21,USD, 0.17%,28.28%,6,86.26%,500 ,https://www.signalstart.com/analysis/daniel-fx-gbp-2/263446, 128.74, 5.22%,Daniel FX GBP 2,1621.7,$30.00,8174.91, 1.91,457,634, 63%
13.0,954.84,EUR, 0.07%,9.20%,1,32.55%,500 ,https://www.signalstart.com/analysis/profit-waves/266290, 102.6, 2.05%,Profit Waves,-279.0,$75.00,144.15, 1.24,456,275, 82%
12.07,727.92,USD, 0.10%,27.36%,1,42.23%,500 ,https://www.signalstart.com/analysis/triangle-ea-midrisk/263607, 18.51, 2.96%,Triangle EA MidRisk,2397.6,$30.00,646.42, 1.76,455,584, 77%
4.16,822.39,USD, 0.38%,36.10%,2,60.24%,500 ,https://www.signalstart.com/analysis/cdl-dream/268744, 0.98, 11.90%,cdl dream,3407.0,$75.00,309.16, 2.02,454,94, 66%
13.0,1141.43,EUR, 0.20%,29.03%,4,123.30%,500 ,https://www.signalstart.com/analysis/copy-fp-markets/271078, 30.54, 6.13%,Copy FP Markets,5220.2,$30.00,1137.29, 1.79,453,2201, 79%
16.0,1599.96,AUD, 0.17%,36.07%,2,142.79%,500 ,https://www.signalstart.com/analysis/pullenback-master/267284, 26.83, 5.34%,Pullenback Master,-5032.2,$75.00,754.62, 1.48,450,703, 63%
61.0,30554.39,USD, 0.24%,60.86%,8,9684.45%,500 ,https://www.signalstart.com/analysis/limerence-ea/62668, 253.87, 7.60%,Limerence EA,76526.3,$75.00,39275.79, 3,452,4076, 77%
11.85,1240.48,USD, 0.19%,29.56%,5,100.06%,300 ,https://www.signalstart.com/analysis/upmountain/268030, 24.19, 6.00%,UpMountain,-3552.2,$30.00,823.14, 1.78,449,1435, 58%
12.16,5241.91,EUR, 0.14%,24.14%,6,68.63%,500 ,https://www.signalstart.com/analysis/ai-powered-system/260805, 109.27, 4.32%,AI powered system,4442.4,$30.00,2716.02, 1.43,451,7427, 77%
39.0,4030.11,USD, 0.16%,41.10%,1,621.01%,100 ,https://www.signalstart.com/analysis/genos/206075, 39.5, 5.06%,Genos,20487.1,$35.00,4030.11, 3.33,448,1692, 77%
19.0,13342.26,USD, 0.60%,48.09%,2,3209.99%,500 ,https://www.signalstart.com/analysis/eurusdonly/263070, 132.24, 19.56%,eurusdonly,-3447.2,$69.00,7815.88, 1.9,447,659, 73%
18.0,544.7,USD, 0.30%,40.71%,3,444.45%,500 ,https://www.signalstart.com/analysis/fastway-mt5-roboforex/261336, 5.18, 9.38%,FastWay MT5 Roboforex,4927.9,$50.00,444.72, 2.99,446,438, 76%
28.0,4668.62,USD, 0.21%,34.32%,14,547.32%,500 ,https://www.signalstart.com/analysis/auto-trade/250126, 35.83, 6.60%,Auto Trade,20106.3,$30.00,2352.32, 1.82,445,1440, 76%
10.82,16446.24,USC Cent, 0.06%,20.83%,8,22.39%,500 ,https://www.signalstart.com/analysis/royal-advisor/266950, 264.03, 1.88%,Royal advisor,-1754.3,$30.00,3009.51, 1.23,444,2218, 64%
23.0,1353694.0,JPY, 0.07%,8.62%,6,65.41%,50 ,https://www.signalstart.com/analysis/madura/247615, 169.07, 2.17%,Madura,1874.7,$100.00,544166.0, 1.47,443,708, 69%
31.0,22702.97,EUR, 0.07%,36.46%,4,93.77%,200 ,https://www.signalstart.com/analysis/portfolio-alpha/257997, 334.29, 2.10%,Portfolio Alpha,-601.5,$50.00,7179.99, 1.09,442,1533, 37%
5.49,1047.63,USD, 0.08%,22.34%,6,13.48%,500 ,https://www.signalstart.com/analysis/absolutefx/268961, 5.02, 2.31%,AbsoluteFX,120.7,$30.00,172.46, 1.42,441,192, 69%
11.52,2030.32,USD, 0.06%,9.60%,7,21.80%,300 ,https://www.signalstart.com/analysis/operativa-swing/265742, 8.2, 1.72%,Operativa Swing,13781.9,$35.00,411.63, 1.71,440,636, 72%
4.85,2485.85,USD, 0.15%,40.60%,5,24.29%,500 ,https://www.signalstart.com/analysis/gold-rush/266958, 20.81, 4.54%,The Gold Rush,15870.1,$100.00,485.85, 1.21,439,909, 71%
4.79,237.04,USD, 0.21%,38.22%,68,35.70%,500 ,https://www.signalstart.com/analysis/homiah-guy-gu/266903, 2.35, 6.53%,Homiah Guy GU,15573.1,$50.00,162.59, 1.62,438,229, 68%
24.56,14910.84,USD, 0.23%,43.74%,9,460.58%,500 ,https://www.signalstart.com/analysis/omifx/247699, 298.93, 7.16%,OmiFx,6306.9,$30.00,12004.13, 1.76,437,2192, 73%
5.46,1294.88,USD, 0.39%,28.58%,4,88.40%,500 ,https://www.signalstart.com/analysis/ea-one-killer/267541, 7.59, 12.22%,EA One Killer,992.3,$40.00,749.88, 2.48,436,95, 75%
10.75,1423.48,USD, 0.12%,26.83%,7,45.52%,300 ,https://www.signalstart.com/analysis/cool-money/262464, 65.13, 3.54%,Cool Money,-6466.2,$55.00,548.53, 1.29,435,2370, 72%
40.0,403.23,AUD, 0.11%,29.69%,6,300.93%,500 ,https://www.signalstart.com/analysis/r-factor-1-hour/256150, 39.41, 3.45%,R FACTOR 1 HOUR,8600.5,$30.00,268.23, 1.23,434,3289, 65%
20.0,26262.52,AUD, 0.07%,34.56%,8,51.01%,500 ,https://www.signalstart.com/analysis/uluru-by-securefx-trader/251580, 145.86, 2.01%,Uluru by SecureFX Trader,14811.4,$35.00,9222.11, 1.71,433,3878, 79%
9.72,4632.45,USD, 0.76%,80.26%,13,812.81%,500 ,https://www.signalstart.com/analysis/black-tower/264623, 40.91, 25.43%,Black Tower,14447.1,$68.00,4097.22, 2.37,432,1115, 71%
16.0,401132.0,JPY, 0.16%,12.56%,3,122.85%,200 ,https://www.signalstart.com/analysis/madura-ev/258499, 70.42, 4.86%,Madura Ev,1649.2,$100.00,221132.0, 1.51,431,557, 71%
13.0,20824.36,EUR, 0.29%,53.16%,8,234.34%,500 ,https://www.signalstart.com/analysis/bestforextrader-alternative/258193, 252.69, 8.99%,BestForexTrader Alternative,25524.7,$90.00,30541.36, 2.43,430,1619, 61%
20.0,4459.66,USD, 0.27%,36.66%,3,419.12%,500 ,https://www.signalstart.com/analysis/high-low/265213, 140.56, 8.41%,High Low,11873.5,$36.00,3589.28, 1.77,429,5119, 77%
17.0,3261.23,USD, 0.35%,40.45%,9,552.29%,500 ,https://www.signalstart.com/analysis/card-master/265330, 37.42, 11.09%,Card Master,34885.1,$30.00,2761.23, 1.28,428,3204, 54%
5.82,95062.53,USD, 0.42%,39.71%,7,109.10%,500 ,https://www.signalstart.com/analysis/mttung-funds/266910," 1,552.9", 13.42%,MTTUNG FUNDS,48152.1,$50.00,32613.44, 1.31,427,1386, 73%
56.0,12132.48,USD, 0.28%,39.73%,8,11395.07%,500 ,https://www.signalstart.com/analysis/max-nolimit-ori/267999, 296.34, 8.59%,Max Nolimit ORI,6580.5,$75.00,51255.87, 2.7,426,1748, 71%
6.62,334.59,USD, 0.43%,16.89%,8,136.92%,500 ,https://www.signalstart.com/analysis/odin-ai/269394, 7.58, 13.83%,Odin AI,310.5,$37.00,162.45, 2.42,425,111, 67%
15.0,82935.64,USD, 0.47%,57.05%,2,829.40%,500 ,https://www.signalstart.com/analysis/averest/266009, 576.61, 15.23%,Averest,28055.2,$35.00,90915.1, 2.18,424,3874, 68%
1.23,15414.83,USD, 0.44%,29.56%,7,17.73%,500 ,https://www.signalstart.com/analysis/afsid-metal-hunter-pro-fast/271521, 47.28, 13.84%,AFSID Metal Hunter Pro Fast,-22260.9,$149.00,2614.83, 1.38,423,1073, 69%
29.0,348.77,USD, 0.24%,55.02%,1,743.65%,500 ,https://www.signalstart.com/analysis/news-trade-ea/245135, 8.69, 7.32%,News Trade EA,2218.3,$30.00,430.89, 2.55,422,546, 94%
15.0,435.48,USD, 0.41%,32.69%,10,575.78%,500 ,https://www.signalstart.com/analysis/cbx-one/258782, 5.42, 13.13%,CBX One,5377.0,$35.00,535.48, 2.48,421,538, 80%
24.23,30403.41,EUR, 0.15%,21.32%,7,204.03%,500 ,https://www.signalstart.com/analysis/eurusd-consistency/264172, 352.87, 4.63%,EURUSD consistency,18580.5,$30.00,20403.41, 2.07,420,4960, 76%
25.0,350.0,USD, 0.09%,49.26%,1,107.47%,200 ,https://www.signalstart.com/analysis/hermit-low/242054, 6.19, 2.82%,Hermit Low,1746.3,$100.00,312.07, 2.47,419,556, 65%
7.49,1635.82,USD, 0.03%,11.45%,7,6.95%,500 ,https://www.signalstart.com/analysis/alphawealth/268964, 2.44, 0.90%,AlphaWealth,692.7,$30.00,105.86, 1.65,418,185, 78%
9.52,1015.21,USD, 0.37%,33.38%,7,184.78%,100 ,https://www.signalstart.com/analysis/road2rich/265252, 14.29, 11.57%,Road2Rich,5110.8,$30.00,458.79, 7.28,417,1369, 98%
29.0,10403.69,USD, 0.09%,18.70%,8,130.82%,500 ,https://www.signalstart.com/analysis/safe-invest-forex/238310, 142.93, 2.88%,safe invest Forex,7215.4,$30.00,6053.69, 1.78,416,1886, 76%
9.33,6082.88,GBP, 0.08%,15.72%,9,24.97%,100 ,https://www.signalstart.com/analysis/forex-copier-pro-thefxace/265035, 46.72, 2.41%,Forex Copier Pro TheFxAce,13987.7,$70.00,1032.83, 2.14,415,2860, 92%
7.2,2151.3,USD, 0.16%,31.74%,5,40.92%,500 ,https://www.signalstart.com/analysis/smartstoyogi/270315, 1.19, 4.86%,SmartSTOyogi,26617.0,$30.00,624.65, 2,414,86, 71%
16.0,19123.99,AUD, 0.13%,40.85%,5,91.37%,500 ,https://www.signalstart.com/analysis/uluru-hr-securefx-trader/256361, 123.54, 3.96%,Uluru HR SecureFX Trader,16623.1,$65.00,9123.99, 2.21,413,3050, 80%
6.03,45251.74,EUR, 0.07%,18.33%,3,13.13%,500 ,https://www.signalstart.com/analysis/blackwave-pacific-hedged/265641, 16.43, 2.06%,Blackwave Pacific Hedged,4708.6,$49.00,5251.74, 2.25,412,67, 84%
32.0,30092.0,USD, 0.28%,33.88%,8,1479.54%,500 ,https://www.signalstart.com/analysis/ai-ea-layercake/237278," 1,438.12", 8.89%,AI EA Layercake,2331.8,$40.00,61722.02, 1.84,411,2876, 59%
103.0,3063.76,USD, 0.08%,33.38%,4,1237.93%,200 ,https://www.signalstart.com/analysis/nightprofit/264743, 220.15, 2.52%,NightProfit,17646.8,$50.00,7288.85, 1.33,410,7271, 63%
5.43,4877.33,EUR, 0.39%,41.52%,7,87.19%,500 ,https://www.signalstart.com/analysis/jo-profit-par/266498, 32.4, 12.17%,Jo Profit Par,6179.5,$89.00,2261.33, 2.1,409,2258, 72%
35.0,21588.18,USD, 0.18%,33.74%,6,588.13%,500 ,https://www.signalstart.com/analysis/hendra/233265, 717.46, 5.61%,hendra,1781.2,$50.00,31427.35, 1.79,407,3010, 58%
22.0,1018.43,USD, 0.08%,13.36%,4,74.92%,500 ,https://www.signalstart.com/analysis/alphaforex/266206, 8.11, 2.52%,AlphaForex,2179.7,$30.00,683.59, 2.29,406,260, 73%
29.0,25499.84,USD, 0.11%,22.83%,7,169.24%,500 ,https://www.signalstart.com/analysis/top-g/256342, 222.78, 3.35%,Top G,5254.5,$30.00,9348.07, 1.73,405,1930, 74%
20.0,3390.96,EUR, 0.10%,61.58%,9,78.53%,30 ,https://www.signalstart.com/analysis/buddhist-investor/251424, 0.9, 2.89%,the buddhist investor,8680.5,$30.00,1000.84, 66.24,404,86, 97%
4.72,2769.84,USD, 0.21%,41.88%,9,35.24%,500 ,https://www.signalstart.com/analysis/sniperhigh/267556, 31.28, 6.55%,SniperHigh,-210.8,$30.00,756.06, 1.41,403,230, 74%
52.0,6985.82,AUD, 0.17%,13.19%,4,1394.83%,500 ,https://www.signalstart.com/analysis/r-factor-multi-portfolio/243745, 922.22, 5.18%,R Factor Multi Portfolio,-108992.8,$30.00,6510.55, 1.25,408,17056, 67%
14.0,654513.47,EUR Cent, 0.06%,17.01%,9,30.13%,500 ,https://www.signalstart.com/analysis/mathematicaltrader-2/261316," 3,889.7", 1.80%,MathematicalTrader 2,-8963.8,$40.00,146988.06, 1.46,401,4702, 49%
19.0,37489.07,EUR, 0.25%,29.50%,3,317.97%,500 ,https://www.signalstart.com/analysis/smart-forex-automation/262367," 1,291.08", 7.74%,Smart Forex Automation,8038.8,$75.00,48400.08, 2.11,402,23206, 73%
10.75,647.91,USD, 0.24%,44.73%,6,118.33%,500 ,https://www.signalstart.com/analysis/wishmaster/267919, 8.93, 7.50%,WishMaster,1254.3,$40.00,637.38, 3.64,400,165, 89%
74.0,193.33,EUR, 0.03%,6.97%,1,109.97%,200 ,https://www.signalstart.com/analysis/ny-close-scalper/47751, 37.96, 0.98%,NY Close Scalper,2774.5,$50.00,173.33, 1.43,399,2608, 68%
17.0,675.65,EUR, 0.20%,18.86%,8,177.76%,500 ,https://www.signalstart.com/analysis/twohundredpercentannually/265775, 12.62, 6.03%,TwoHundredPercentAnnually,8260.4,$30.00,557.51, 1.92,397,1222, 87%
1.85,511.38,USD, 0.05%,9.96%,3,2.73%,500 ,https://www.signalstart.com/analysis/richmanprosys/270014, 1.86, 1.43%,RichManProSys,52.4,$30.00,13.62, 1.06,396,186, 78%
22.0,461.78,EUR, 0.12%,26.38%,5,130.89%,500 ,https://www.signalstart.com/analysis/quantstars-balanced-multistr/270296, 20.09, 3.73%,QuantStars Balanced MultiStr,2452.3,$75.00,261.78, 1.16,395,1634, 53%
3.92,1025.19,USD, 0.25%,39.77%,3,34.91%,500 ,https://www.signalstart.com/analysis/europhoria/267854, 10.09, 7.85%,Europhoria,-235.3,$30.00,315.19, 1.72,394,694, 72%
11.72,2065.04,EUR, 0.30%,44.92%,7,188.20%,500 ,https://www.signalstart.com/analysis/carras-tdg-ultra-r-gold/264147, 24.67, 9.42%,CARRAS TDG Ultra R GOLD,16898.0,$325.00,2267.55, 2.38,393,246, 93%
19.0,1117.66,EUR, 0.13%,22.21%,8,111.72%,500 ,https://www.signalstart.com/analysis/successful-ea/250712, 9.31, 3.93%,Successful EA,5147.3,$75.00,817.74, 2.92,391,476, 76%
27.0,27873.04,EUR, 0.11%,42.19%,6,152.48%,100 ,https://www.signalstart.com/analysis/slowbutsafe22/244942, 312.84, 3.34%,SlowButSafe22,24487.3,$40.00,17873.92, 1.82,392,1247, 86%
4.69,1982.57,USD, 0.25%,27.71%,4,42.08%,500 ,https://www.signalstart.com/analysis/kb-system/268472, 9.83, 7.71%,KB SYSTEM,24340.0,$40.00,488.77, 1.6,390,323, 80%
11.07,5470.4,USD, 0.17%,35.73%,2,75.00%,500 ,https://www.signalstart.com/analysis/arimbi-iv/264128, 44.06, 5.17%,Arimbi IV,296.8,$120.00,2817.13, 1.73,389,1361, 73%
22.0,3000.0,USD, 0.05%,10.68%,2,38.02%,500 ,https://www.signalstart.com/analysis/dragon-warrior-med-risk-tm/251230, 71.67, 1.41%,Dragon Warrior med risk TM,2935.1,$30.00,2170.27, 1.51,388,1318, 75%
20.0,33974.12,AUD, 0.06%,26.39%,1,47.05%,500 ,https://www.signalstart.com/analysis/flinders-by-securefx-trader/251582, 66.59, 1.88%,Flinders by SecureFX Trader,29050.0,$35.00,11030.12, 2.04,387,1923, 75%
6.92,388.47,USD, 0.32%,7.37%,5,94.24%,500 ,https://www.signalstart.com/analysis/algogeo-ea/267388, 7.5, 10.01%,AlgoGeo EA,553.5,$30.00,188.47, 2.32,385,123, 69%
39.0,115196.17,EUR, 0.08%,16.31%,0,169.62%,500 ,https://www.signalstart.com/analysis/zenfx-official-50k/206607," 1,870.39", 2.53%,ZenFx Official 50k,735.5,$100.00,65196.17, 2.32,386,18926, 70%
1.46,1063.55,USD, 0.14%,20.87%,4,6.14%,500 ,https://www.signalstart.com/analysis/ferr4ri/270494, 1.26, 4.07%,Ferr4ri,492.3,$65.00,61.55, 1.96,384,113, 92%
13.0,3890.73,USD, 0.26%,53.35%,4,196.66%,500 ,https://www.signalstart.com/analysis/project-2000/258294, 50.01, 8.02%,Project 2000,2098.9,$30.00,3042.75, 2.27,383,880, 60%
9.2,4745.72,GBP, 0.07%,10.81%,8,22.78%,500 ,https://www.signalstart.com/analysis/fcpro-2/265036, 38.04, 2.25%,FCPRO 2,14023.6,$70.00,757.58, 2.04,382,2925, 91%
