age,daily,drawdown,gain,link,monthly,name,pips,price,profit_factor,rank,trades,type,won
24.23, 0.06%,96.5%,50.91%,https://www.signalstart.com/analysis/sp-ts1/40600, 1.69%,SP TS1,"46,908.9",$40, 1.04,417,1424,Real, 52%
40.0, 0.07%,100%,144.01%,https://www.signalstart.com/analysis/sureprofit001/20743, 2.18%,SureProfit001,"45,819",$30, 1.19,422,940,Real, 88%
1.59, 1.93%,39.2%,149.86%,https://www.signalstart.com/analysis/covid/114756, 76.68%,Covid,"-3,145.4",$35, 1.83,-,513,Real, 78%
27.0, 0.30%,92.9%,"1,149.33%",https://www.signalstart.com/analysis/axileader/59142, 9.54%,axileader,"1,679,722.9",$59, 1.52,414,3619,Real, 71%
2.1, 1.63%,51.3%,177.07%,https://www.signalstart.com/analysis/brazuka-money-gain/106566, 62.14%,Brazuka Money Gain,"42,590.3",$30, 1.73,-,149,Real, 70%
57.0, 0.10%,24.3%,503.47%,https://www.signalstart.com/analysis/sfe-price-action/20962, 3.14%,SFE Price Action,"287,039.1",$40, 1.14,437,22442,Real, 57%
28.0, 0.18%,59.1%,351.04%,https://www.signalstart.com/analysis/honey-money/32870, 5.39%,Honey Money,"2,746.2",$40, 1.33,413,2058,Real, 70%
13.0, -0.07%,100%,-26.37%,https://www.signalstart.com/analysis/pa-strategy/54338, -2.20%,PA Strategy,"-4,794.5",$30, 0.63,-,672,Real, 72%
40.0, 0.05%,48%,90.66%,https://www.signalstart.com/analysis/capitary-3/32195, 1.60%,Capitary 3,"1,879.6",$35, 1.07,412,905,Real, 65%
13.0, 0.35%,40.7%,329.72%,https://www.signalstart.com/analysis/scalp-bb-real/61970, 11.14%,scalp bb real,452,$40, 1.53,409,220,Real, 77%
10.26, -0.07%,38.9%,-19.12%,https://www.signalstart.com/analysis/sentiment-trade-v2/60998, -2.04%,Sentiment Trade v2,"6,013.7",$35, 0.78,-,871,Real, 67%
4.43, 0.26%,73.1%,41.12%,https://www.signalstart.com/analysis/mercury-eurusd-r4/83361, 8.06%,MERCURY EURUSD R4,64.2,$75, 1.14,408,49,Real, 69%
5.43, -0.58%,94.9%,-61.57%,https://www.signalstart.com/analysis/martin-mcfly/74058, -16.12%,Martin McFly,"-10,198.1",$30, 0.9,-,6462,Real, 59%
34.0, -0.19%,100%,-85.64%,https://www.signalstart.com/analysis/beginningtrade/23627, -5.42%,Beginningtrade,"-1,500,731.4",$40, 0.68,-,1394,Real, 46%
64.0, 0.04%,23.7%,107.21%,https://www.signalstart.com/analysis/ea-happy-forex/3077, 1.12%,EA Happy Forex,"12,033",$30, 1.37,415,1343,Real, 68%
6.75, -0.46%,99.9%,-60.46%,https://www.signalstart.com/analysis/microprofitsfx/105040, -12.80%,MicroProfitsFX,"4,085.3",$30, 1.34,-,1135,Real, 55%
3.07, 1.68%,24.6%,361.75%,https://www.signalstart.com/analysis/aztec-empire/112460, 64.45%,Aztec Empire,"1,829.5",$50, 3.39,-,232,Real, 83%
5.89, -0.01%,66.2%,-0.94%,https://www.signalstart.com/analysis/icmarkets1/98124, -0.16%,ICMARKETS1,-2.8,$30, 1,-,97,Real, 36%
2.33, -0.69%,67.4%,-38.33%,https://www.signalstart.com/analysis/smallstep-aggressive/104529, -18.65%,SmallStep Aggressive,-97.3,$35, 1.03,-,600,Real, 58%
15.0, -0.30%,86.1%,-74.33%,https://www.signalstart.com/analysis/no-pain-no-gain/53320, -8.48%,No pain no gain,"2,815.7",$30, 0.94,-,2080,Real, 72%
6.13, -0.41%,89.4%,-53.45%,https://www.signalstart.com/analysis/account-13/75857, -11.71%,Account 13,"-6,382.9",$30, 1.04,-,2946,Real, 46%
14.0, -0.16%,59.5%,-50.23%,https://www.signalstart.com/analysis/aaafx96/104270, -4.76%,aaafx96,-90.2,$35, 0.74,-,759,Real, 63%
1.92, 2.38%,50.6%,291.72%,https://www.signalstart.com/analysis/1k-journey/131157, 101.98%,1k Journey,-953,$100, 1.62,-,252,Real, 60%
0.17, 0.78%,1.2%,3.94%,https://www.signalstart.com/analysis/serious-business/130891, 3.94%,Serious Business,143.8,$40, 3.28,-,12,Real, 67%
27.0, -0.06%,44.3%,-36.51%,https://www.signalstart.com/analysis/718/34129, -1.65%,718,"-30,814.8",$50, 0.51,-,1735,Real, 59%
13.0, -1.08%,99.5%,-98.78%,https://www.signalstart.com/analysis/igi-master/62802, -27.68%,IGI Master,"17,340.3",$35, 2.32,-,1221,Real, 70%
12.89, -0.15%,76.1%,-44.77%,https://www.signalstart.com/analysis/sniper-fx-88/98635, -4.44%,Sniper fx 88,"-10,733",$50, 1.95,-,724,Real, 73%
13.0, 0.01%,50.2%,6.04%,https://www.signalstart.com/analysis/millionaire-gbpcad/63391, 0.42%,Millionaire GBPCAD,692.6,$35, 1,407,834,Real, 65%
0.3, -1.68%,14.2%,-14.1%,https://www.signalstart.com/analysis/mode-trader/127559, -14.10%,Mode Trader,-447.8,$30, 0.01,-,16,Real, 6%
1.3, 4.85%,55.1%,534.09%,https://www.signalstart.com/analysis/redfx/125781, 310.09%,RedFx,"2,768.1",$75, 6.02,-,460,Real, 76%
2.95, 1.19%,33.3%,186.6%,https://www.signalstart.com/analysis/a1y7/107350, 42.46%,A1Y7,"4,810.6",$35, 5.03,-,642,Real, 97%
1.23, 3.23%,44.8%,224.55%,https://www.signalstart.com/analysis/dream-team/116821, 158.00%,Dream Team,"3,531",$40," 16,851.5",-,145,Real, 99%
6.59, -1.39%,97.4%,-93.7%,https://www.signalstart.com/analysis/fxsmurf/66390, -34.19%,FxSmurf,"-1,045.8",$45, 0.73,-,670,Real, 65%
10.49, 0.22%,49.3%,97.62%,https://www.signalstart.com/analysis/gbpavengercross/70026, 6.70%,GBPAvengerCROSS,"2,300.7",$45, 1.08,405,1168,Real, 68%
5.33, -1.93%,96.8%,-95.57%,https://www.signalstart.com/analysis/gladiator/79448, -44.20%,Gladiator,"-13,779.3",$69, 0.63,-,3091,Real, 31%
17.0, 0.06%,59.5%,39.31%,https://www.signalstart.com/analysis/crazy-fox/40605, 1.91%,Crazy Fox,729,$30, 1.1,406,2350,Real, 71%
3.46, -0.10%,36.2%,-10.08%,https://www.signalstart.com/analysis/fxpro14-system/91992, -3.01%,FXPRO14 System,-464,$149, 0.88,-,96,Real, 53%
2.07, 2.11%,68.2%,265.93%,https://www.signalstart.com/analysis/mandaclivefx/108120, 86.83%,mandaclivefx,"6,875.8",$50, 9.72,-,769,Real, 97%
3.2, 1.45%,17.8%,298.79%,https://www.signalstart.com/analysis/ayk/111704, 53.89%,AYK,"3,399.3",$50, 6.92,-,156,Real, 91%
3.49, 3.48%,46.2%,"3,524.69%",https://www.signalstart.com/analysis/alexandra-legacy/123226, 178.22%,Alexandra Legacy,"1,036.8",$50, 29.06,-,86,Real, 94%
3.62, 2.10%,34.2%,862.24%,https://www.signalstart.com/analysis/gain-pips/99419, 86.20%,Gain Pips,"6,889.2",$75, 4.9,-,1509,Real, 85%
0.3, 3.35%,4.5%,34.51%,https://www.signalstart.com/analysis/linlit-ea/130905, 34.51%,LinLit EA,295.4,$30, 3.81,-,6,Real, 67%
0.76, 9.42%,34.4%,693.64%,https://www.signalstart.com/analysis/rr2/129372, 693.64%,RR2,"8,670.5",$45, 125.4,-,169,Real, 97%
1.03, -0.59%,73%,-16.87%,https://www.signalstart.com/analysis/1mscalping/118109, -16.25%,1MScalping,"-1,644.8",$50, 0.96,-,743,Real, 61%
68.0, -0.28%,99.9%,-99.67%,https://www.signalstart.com/analysis/robo/67422, -7.96%,Robo,"6,826.4",$30, 1.19,-,1901,Real, 78%
2.72, 1.54%,52.8%,250.07%,https://www.signalstart.com/analysis/legendary-traders/103262, 57.92%,Legendary Traders,"5,428",$200, 4.04,-,986,Real, 98%
0.07, 0.01%,0%,0.01%,https://www.signalstart.com/analysis/morgan-park/130653, 0.01%,MORGAN PARK,75.3,$30, 0,-,8,Real, 100%
1.26, -7.78%,95.9%,-95.39%,https://www.signalstart.com/analysis/profits-every-day/115806, -91.04%,profits every day,-803.4,$30, 0.53,-,134,Real, 43%
0.93, 0.32%,27.6%,9.3%,https://www.signalstart.com/analysis/metamaster/119649, 9.30%,MetaMaster,700.4,$30, 5.33,-,36,Real, 86%
28.0, -0.01%,67.7%,-7.37%,https://www.signalstart.com/analysis/torus002/64350, -0.26%,Torus002,289.8,$35, 0.99,-,2697,Real, 40%
3.95, 5.32%,84.9%,"47,744.27%",https://www.signalstart.com/analysis/masogi/91999, 372.16%,Masogi,"12,271.2",$70, 2.11,-,810,Real, 83%
45.0, -0.49%,100%,-99.89%,https://www.signalstart.com/analysis/bullybear-fx/9548, -13.73%,Bullybear FX,"-133,880.5",$108, 0.8,-,11256,Real, 67%
7.3, 1.19%,76.7%,"1,244.96%",https://www.signalstart.com/analysis/mercury-usdjpy-nonf-rx/65890, 42.70%,Mercury USDJPY NONF RX,255.8,$75, 1.6,-,138,Real, 80%
1.79, 2.53%,49.8%,285.04%,https://www.signalstart.com/analysis/grinder-news-scalper/116835, 110.71%,GRINDER news scalper,395.1,$35, 3.46,-,104,Real, 90%
12.85, -0.07%,55.5%,-24.5%,https://www.signalstart.com/analysis/tradingauditado-adsc15m/58979, -2.13%,TRADINGAUDITADO ADSC15M,-104.8,$99, 0.73,-,49,Real, 96%
50.0, -0.01%,68.3%,-10.57%,https://www.signalstart.com/analysis/double-live/18265, -0.22%,Double Live,"13,433.8",$75, 1.12,-,5959,Real, 67%
1.01, 16.42%,14.6%,"9,463.08%",https://www.signalstart.com/analysis/scorpionz/129379, 9089.24%,ScorpionZ,"11,096",$45, 0,-,206,Real, 100%
14.0, -0.06%,41.1%,-23.51%,https://www.signalstart.com/analysis/tradingauditado-cdsun/58980, -1.77%,TRADINGAUDITADO CDSUN,-99.6,$99, 0.8,-,64,Real, 78%
5.33, -2.97%,99.9%,-99.19%,https://www.signalstart.com/analysis/takeyoutime/81765, -59.41%,TakeYouTime,"-52,053",$35, 0.8,-,2758,Real, 60%
9.13, -0.97%,97.1%,-93.03%,https://www.signalstart.com/analysis/laughing-fighting/61030, -25.27%,Laughing and Fighting,"8,244.2",$70, 0.83,-,288,Real, 51%
0.17, 0.19%,22%,0.96%,https://www.signalstart.com/analysis/premium-strategies-executor/130919, 0.96%,Premium Strategies Executor,-292.2,$35, 1.92,-,38,Real, 68%
9.62, -0.94%,99.8%,-93.41%,https://www.signalstart.com/analysis/sundar-pro/62824, -24.58%,Sundar Pro,"1,345",$39, 0.91,-,337,Real, 79%
2.07, -0.91%,57.6%,-43.24%,https://www.signalstart.com/analysis/huat81/107882, -23.88%,Huat81,-323,$30, 0.79,-,76,Real, 71%
3.2, -0.03%,8.3%,-3.11%,https://www.signalstart.com/analysis/sniper-strategy-trader/95338, -0.98%,Sniper Strategy Trader,"2,870.3",$199, 0.97,-,2108,Real, 72%
46.0, -0.49%,100%,-99.9%,https://www.signalstart.com/analysis/calmprofit/19044, -13.58%,Calmprofit,"16,727.3",$75, 0.98,-,4042,Real, 64%
14.0, -1.16%,99.9%,-99.38%,https://www.signalstart.com/analysis/excellence/71531, -29.53%,Excellence,"3,650.1",$49, 0.93,-,4275,Real, 71%
1.85, 1.41%,16.3%,118.82%,https://www.signalstart.com/analysis/eurusd-audusd/122988, 51.82%,EurUsd AudUsd,"1,132.7",$49, 2.81,-,88,Real, 69%
1.01, 1.65%,3.4%,63.2%,https://www.signalstart.com/analysis/gain/128364, 62.50%,The Gain,793,$100, 9.74,-,89,Real, 94%
6.26, -3.53%,100%,-99.88%,https://www.signalstart.com/analysis/robert-bobby-axelrod/76655, -65.95%,Robert Bobby Axelrod,"20,199.3",$30, 1.03,-,828,Real, 73%
11.52, -0.46%,86.9%,-79.76%,https://www.signalstart.com/analysis/realistic/57967, -12.92%,Realistic,"1,773",$40, 0.76,-,725,Real, 57%
16.0, -0.19%,99.7%,-62.5%,https://www.signalstart.com/analysis/forexstay-100-million/98418, -5.56%,FOREXSTAY 100 TO MILLION,"1,795.6",$30, 2.04,-,141,Real, 83%
7.07, -0.63%,74.7%,-73.74%,https://www.signalstart.com/analysis/mri/124787, -17.22%,MRI,"-3,620.1",$30, 0.18,-,349,Real, 26%
6.16, -0.74%,98.3%,-74.5%,https://www.signalstart.com/analysis/gan/101491, -19.85%,gan,"-1,575.9",$43, 1.33,-,2978,Real, 65%
0.7, 2.95%,28.1%,84%,https://www.signalstart.com/analysis/kaaya/126579, 84.00%,KAAYA,"3,299.7",$50, 1.72,-,207,Real, 75%
6.46, 0.00%,6.4%,-0.08%,https://www.signalstart.com/analysis/profx1/66678, -0.01%,ProFx1,"3,200.2",$100, 1.05,-,111,Real, 65%
9.1, -2.26%,100%,-99.8%,https://www.signalstart.com/analysis/profittrain/76662, -49.57%,ProfitTrain,"-5,546.1",$45, 0.73,-,808,Real, 62%
3.46, -0.05%,81.9%,-4.89%,https://www.signalstart.com/analysis/cloudy/112502, -1.43%,Cloudy,"35,445.6",$150, 1.28,-,2078,Real, 56%
2.13, 6.33%,28%,"4,976.55%",https://www.signalstart.com/analysis/newfuture/123254, 525.45%,NewFuture,"1,321.9",$50, 77.17,-,111,Real, 98%
26.0, -0.85%,100%,-99.9%,https://www.signalstart.com/analysis/ortego/31081, -22.57%,Ortego,"-90,552.5",$100, 1.09,-,56738,Real, 68%
2.03, -0.01%,32.6%,-0.34%,https://www.signalstart.com/analysis/huat83/107896, -0.17%,Huat83,347,$30, 0.94,-,141,Real, 62%
1.1, -3.65%,73.7%,-70.73%,https://www.signalstart.com/analysis/shano-living/118648, -66.98%,Shano Living,-878,$500, 0.39,-,161,Real, 50%
8.85, -2.50%,100%,-99.88%,https://www.signalstart.com/analysis/1minscalpingpro/113531, -53.24%,1minscalpingPRO,"28,472.6",$50, 1.02,-,3305,Real, 68%
23.0, -0.59%,100%,-98.38%,https://www.signalstart.com/analysis/forexstay-sight-ea/98425, -16.14%,FOREXSTAY SIGHT EA,"11,821.7",$30, 2.41,-,946,Real, 82%
0.5, 0.54%,13.8%,8.43%,https://www.signalstart.com/analysis/fiber-buck/130170, 8.43%,Fiber Buck,871.6,$75, 0,-,12,Real, 100%
2.2, -5.84%,99.9%,-98.12%,https://www.signalstart.com/analysis/wecandofx-charity/109695, -83.46%,WeCanDoFX Charity,"53,613",$400, 0.96,-,529,Real, 42%
40.0, -0.01%,70.8%,-14.19%,https://www.signalstart.com/analysis/finafolio/15980, -0.37%,FINAFOLIO,"14,079.7",$30, 1.02,-,4026,Real, 61%
16.0, -0.04%,34.5%,-20%,https://www.signalstart.com/analysis/trading-eurusd/51325, -1.33%,trading EURUSD,"22,388.2",$35, 0.89,-,2625,Real, 63%
17.0, -0.01%,91.7%,-2.81%,https://www.signalstart.com/analysis/relative-wave-15/53887, -0.16%,Relative Wave 15,"-4,751.9",$75, 0.59,-,523,Real, 74%
1.69, 1.46%,90.4%,109.12%,https://www.signalstart.com/analysis/coronafx/127615, 53.99%,CoronaFX,274.8,$39, 1.2,-,652,Real, 60%
40.0, -0.06%,69.6%,-53.05%,https://www.signalstart.com/analysis/tap/19837, -1.84%,TAP,"6,781.1",$30, 0.92,-,4061,Real, 74%
1.79, 1.59%,54.5%,133.85%,https://www.signalstart.com/analysis/secret-cocho/121728, 59.94%,Secret COCHO,"49,023",$175, 2.55,-,2296,Real, 82%
12.95, -0.46%,94.7%,-83.93%,https://www.signalstart.com/analysis/mvg-trading/56447, -12.99%,MVG Trading,"2,447.6",$49, 0.79,-,2047,Real, 77%
5.1, -2.01%,98.8%,-95.51%,https://www.signalstart.com/analysis/jordans-invest-club-1000pips/88450, -45.53%,JORDANS INVEST CLUB 1000PIPS,747.9,$99, 0.85,-,57,Real, 49%
1.92, -8.43%,100%,-99.39%,https://www.signalstart.com/analysis/high-gain-smart/111746, -92.78%,High Gain Smart,"1,295.8",$35, 0.55,-,85,Real, 79%
12.72, -1.48%,100%,-99.68%,https://www.signalstart.com/analysis/sunny-method/59012, -35.96%,Sunny method,"-3,655.6",$75, 0.8,-,1088,Real, 70%
24.13, -0.92%,99.9%,-99.89%,https://www.signalstart.com/analysis/byrontrading/68997, -24.24%,Byrontrading,"-5,712.6",$30, 0.75,-,1502,Real, 61%
16.0, -0.03%,98.5%,-12.17%,https://www.signalstart.com/analysis/miser041-wt/74373, -0.77%,Miser041 wt,"3,790.3",$47, 1.22,-,2342,Real, 74%
17.0, -0.30%,92.8%,-80.18%,https://www.signalstart.com/analysis/trendhunter/95877, -8.63%,Trendhunter,"120,045.8",$250, 0.91,-,5647,Real, 78%
0.43, 0.08%,7.9%,1.04%,https://www.signalstart.com/analysis/safetrade/126341, 1.04%,SafeTrade,37.9,$45, 0,-,2,Real, 100%
85.0, -0.25%,100%,-99.84%,https://www.signalstart.com/analysis/nolife/42375, -7.20%,NoLife,"1,872.9",$30, 1.03,-,189,Real, 48%
3.26, -1.40%,97.8%,-74.87%,https://www.signalstart.com/analysis/hadespro/121735, -34.41%,HadesPRO,"13,863",$30, 0.95,-,412,Real, 70%
7.43, 4.47%,15.4%,"1,721,888.22%",https://www.signalstart.com/analysis/i-am-your-banker/119173, 270.85%,I am Your Banker,"45,561.1",$350, 67.24,-,203,Real, 95%
26.0, -0.77%,99.9%,-99.77%,https://www.signalstart.com/analysis/lab-story-live/31622, -20.63%,LAB STORY LIVE,"30,015.1",$30, 0.67,-,1213,Real, 72%
19.0, 1.55%,89.5%,"960,969.97%",https://www.signalstart.com/analysis/bang-banker/57736, 58.51%,Bang the Banker,"80,167.6",$290, 3.39,-,734,Real, 69%
38.0, -0.17%,93.5%,-86.09%,https://www.signalstart.com/analysis/investoea/19849, -4.98%,InvestoEA,"-4,272.3",$30, 0.58,-,452,Real, 71%
10.33, -0.29%,71.8%,-59.1%,https://www.signalstart.com/analysis/dolphin/62858, -8.28%,Dolphin,"10,458.1",$30, 0.69,-,772,Real, 74%
12.13, 0.09%,27.5%,40.3%,https://www.signalstart.com/analysis/awan/76683, 2.83%,Awan,"2,966",$75, 1.38,-,608,Real, 90%
1.69, -9.54%,100%,-99.4%,https://www.signalstart.com/analysis/high-second/111753, -94.98%,High Second,"1,039.2",$35, 0.54,-,80,Real, 78%
24.82, -0.28%,91.3%,-87.91%,https://www.signalstart.com/analysis/tff/56203, -8.05%,TFF,"-5,756.5",$30, 0.47,-,566,Real, 54%
9.66, -2.35%,100%,-99.9%,https://www.signalstart.com/analysis/long-live-profitable/77453, -50.94%,Long Live Profitable,"-14,748.9",$75, 0.66,-,1841,Real, 51%
1.07, -0.21%,24.7%,-6.39%,https://www.signalstart.com/analysis/wise-scalping/118158, -5.95%,WISE SCALPING,-28.3,$75, 0.81,-,220,Real, 69%
1.92, -6.21%,99.9%,-97.57%,https://www.signalstart.com/analysis/sig-fhqr2/117388, -85.24%,Sig FHQR2,"-9,238.6",$30, 0.65,-,479,Real, 58%
3.69, 1.27%,7.2%,304.1%,https://www.signalstart.com/analysis/direct-investment/125326, 45.72%,Direct Investment,"1,950.9",$38, 27.98,-,228,Real, 89%
4.46, -0.08%,77.6%,-10.04%,https://www.signalstart.com/analysis/belivefx/102800, -2.34%,BeliveFx,118.8,$40, 0.93,-,153,Real, 84%
43.0, -0.03%,46.8%,-32.36%,https://www.signalstart.com/analysis/trinity-fx/114322, -0.88%,Trinity FX,"-2,370.7",$30, 0.9,-,1421,Real, 43%
3.23, 1.71%,53.8%,418.29%,https://www.signalstart.com/analysis/nguyen-ly/103829, 66.11%,Nguyen Ly,-244.4,$59, 1.66,-,127,Real, 68%
1.33, -10.19%,99.9%,-98.64%,https://www.signalstart.com/analysis/xtream-forex-copytrading/116373, -95.94%,Xtream Forex Copytrading,"-3,259.4",$75, 0.47,-,71,Real, 37%
0.2, 0%,0%,0%,https://www.signalstart.com/analysis/hk50-surf/128917, 0.00%,HK50 SURF,0,$39, 0,-,0,Real, 0%
0.2, 1.77%,10.3%,11.13%,https://www.signalstart.com/analysis/30-plus-percent-roi-monthly/128665, 11.13%,30 PLUS PERCENT ROI Monthly,441.5,$99, 0,-,46,Real, 100%
1.1, -1.25%,39%,-34.03%,https://www.signalstart.com/analysis/024/117402, -31.28%,024,114.6,$30, 0.69,-,165,Real, 64%
8.72, -2.60%,99.9%,-99.9%,https://www.signalstart.com/analysis/forex-king-tr-ea/66196, -54.62%,Forex king TR EA,"-49,422.2",$99, 0.47,-,6630,Real, 61%
9.56, -0.03%,28.8%,-8.44%,https://www.signalstart.com/analysis/integrity-trading/64154, -0.92%,Integrity trading,131.8,$75, 0.9,-,494,Real, 62%
26.0, -0.83%,99.9%,-99.89%,https://www.signalstart.com/analysis/smooth-euro-trader/35720, -22.19%,smooth euro trader,"-52,092.8",$50, 0.89,-,11952,Real, 62%
0.96, 10.55%,27.6%,"1,732.98%",https://www.signalstart.com/analysis/forex-stable-profits-low-dd/125851, 1732.98%,Forex Stable Profits Low DD,"44,623.3",$50, 2.3,-,508,Real, 77%
6.72, -0.11%,45%,-20.36%,https://www.signalstart.com/analysis/sonic/71839, -3.32%,Sonic,-950.2,$30, 0.71,-,76,Real, 61%
21.0, -0.11%,93.4%,-49.92%,https://www.signalstart.com/analysis/usd-billionaire-ii/37274, -3.16%,USD Billionaire II,"2,705,117.4",$30, 0.83,-,197,Real, 73%
4.52, -4.95%,99.9%,-99.9%,https://www.signalstart.com/analysis/vicmackey/84383, -78.15%,VicMackey,"8,074.9",$45, 0.73,-,483,Real, 74%
0.63, -3.57%,73.8%,-49.87%,https://www.signalstart.com/analysis/index-king/127391, -49.87%,Index King,"-1,234",$99, 0.65,-,82,Real, 83%
5.56, -0.23%,37.9%,-32.32%,https://www.signalstart.com/analysis/protrade-ultra/93343, -6.76%,ProTrade Ultra,-141.7,$50, 0.24,-,7,Real, 71%
3.33, 2.78%,64.4%,"1,446.32%",https://www.signalstart.com/analysis/rwp-capital-copy-e/113825, 126.91%,RWP Capital Copy E,"7,150.7",$99, 1.5,-,179,Real, 77%
6.49, 1.85%,3.8%,"3,457.59%",https://www.signalstart.com/analysis/platinum/124577, 73.11%,Platinum,"1,331.7",$60, 5.58,-,137,Real, 80%
2.1, 1.44%,21.9%,146.1%,https://www.signalstart.com/analysis/fxlegend-by-vortexz/117409, 53.27%,FXLegend by VorteXz,"6,411.6",$45, 4.22,-,325,Real, 96%
15.0, -0.02%,62.8%,-9.9%,https://www.signalstart.com/analysis/dailytrader/64673, -0.67%,DailyTrader,"-3,660",$75, 0.82,-,865,Real, 69%
36.0, -0.01%,80.5%,-14.22%,https://www.signalstart.com/analysis/hk50-dailyfox/33442, -0.42%,HK50 Dailyfox,"-3,323.6",$30, 1.06,-,1168,Real, 63%
1.46, 3.88%,85.9%,432.72%,https://www.signalstart.com/analysis/alchemy/113314, 210.73%,Alchemy,"2,384.2",$49, 1.32,-,316,Real, 57%
1.82, -2.17%,75.1%,-70.1%,https://www.signalstart.com/analysis/butterfly/109219, -48.08%,Butterfly,"-5,781.7",$30, 0.61,-,311,Real, 62%
7.66, -1.35%,99.9%,-95.63%,https://www.signalstart.com/analysis/amazing-signal/68262, -33.49%,Amazing Signal,"7,622",$48, 0.94,-,410,Real, 70%
1.92, -1.36%,88.9%,-54.8%,https://www.signalstart.com/analysis/bangkit/109737, -33.56%,Bangkit,639.4,$40, 1.25,-,131,Real, 79%
5.89, 0.28%,29.7%,62.82%,https://www.signalstart.com/analysis/profit-manager-ep1/69543, 8.60%,Profit Manager EP1,"2,609.3",$37, 2.04,-,72,Real, 79%
5.82, -0.06%,32.4%,-10.73%,https://www.signalstart.com/analysis/alfa-hedge/103850, -1.92%,Alfa hedge,"-6,346.3",$50, 0.96,-,265,Real, 51%
7.92, -0.81%,91.1%,-85.46%,https://www.signalstart.com/analysis/thepipswinners/79532, -21.56%,ThePipsWinners,"-3,723.7",$55, 0.56,-,650,Real, 88%
12.13, -0.05%,20.3%,-15.77%,https://www.signalstart.com/analysis/spetrading/63403, -1.38%,speTrading,"-1,917.6",$35, 0.7,-,246,Real, 38%
8.1, -0.25%,97.4%,-45.5%,https://www.signalstart.com/analysis/scm/80813, -7.21%,SCM,-259.4,$75, 0.85,-,168,Real, 80%
3.39, -3.34%,99.8%,-96.86%,https://www.signalstart.com/analysis/late/92846, -63.78%,late,"6,307",$50, 1.19,-,1554,Real, 83%
2.43, 2.28%,75.4%,418.39%,https://www.signalstart.com/analysis/broker-breaker-mm/130478, 96.17%,Broker Breaker MM,"3,541.8",$75, 1.92,-,1288,Real, 79%
7.26, 0.03%,54.2%,6.56%,https://www.signalstart.com/analysis/corkpoint-leo/89521, 0.88%,CorkPoint Leo,398.6,$75, 0,-,24,Real, 100%
6.69, 2.67%,74.9%,"19,729.86%",https://www.signalstart.com/analysis/sam/125361, 120.01%,Sam,"-2,238.7",$60, 3.69,-,2181,Real, 57%
1.66, -4.13%,98.7%,-87.85%,https://www.signalstart.com/analysis/smat/126131, -71.58%,SMAT,"-8,068.2",$30, 1.01,-,159,Real, 72%
13.0, -0.04%,22%,-15.72%,https://www.signalstart.com/analysis/chameleon/117430, -1.28%,Chameleon,"-16,843.6",$39, 0.36,-,1467,Real, 59%
42.0, -0.12%,95.9%,-78.82%,https://www.signalstart.com/analysis/genesis-asset-monitor/21670, -3.54%,GENESIS ASSET MONITOR,"175,307.7",$40, 0.9,-,498,Real, 86%
0.27, -0.68%,17.8%,-5.34%,https://www.signalstart.com/analysis/golden-pearl/128182, -5.34%,Golden pearl,"-12,971.5",$70, 0.92,-,323,Real, 59%
1.66, 3.21%,28.5%,384.35%,https://www.signalstart.com/analysis/metal/122295, 156.41%,Metal,"24,984",$76, 29.34,-,81,Real, 93%
7.92, -2.28%,100%,-99.59%,https://www.signalstart.com/analysis/s7a-forex/124857, -49.97%,S7A Forex,"-4,098.6",$30, 0.82,-,345,Real, 72%
0.43, 2.75%,72.9%,42.24%,https://www.signalstart.com/analysis/goldernnuggets/126138, 42.24%,GoldernNuggets,"10,500",$100, 2.07,-,271,Real, 61%
0.5, 3.67%,57.6%,71.62%,https://www.signalstart.com/analysis/kiwisniper/127419, 71.62%,KiwiSniper,"13,245.1",$150, 1.82,-,60,Real, 75%
3.92, -0.19%,59.2%,-19.71%,https://www.signalstart.com/analysis/fx-sprint/93371, -5.42%,FX Sprint,"-5,020.2",$30, 0.99,-,1037,Real, 63%
1.66, 3.55%,49.4%,472.18%,https://www.signalstart.com/analysis/bears/118718, 183.22%,Bears,346.9,$30, 2.85,-,29,Real, 59%
21.0, -0.01%,79.1%,-5.56%,https://www.signalstart.com/analysis/rich-dad-investor/36286, -0.27%,Rich Dad Investor,"3,220.3",$56, 0.76,-,63,Real, 81%
4.66, 1.86%,77.9%,"1,212.9%",https://www.signalstart.com/analysis/bittersoet-ea/119999, 73.45%,Bittersoet EA,570.2,$75, 121.42,-,24,Real, 88%
0.3, 3.46%,20.2%,35.84%,https://www.signalstart.com/analysis/orca-ii/130751, 35.84%,Orca II,"1,725.5",$30, 2.55,-,47,Real, 79%
8.36, -2.53%,99.9%,-99.84%,https://www.signalstart.com/analysis/dream-presentation/66495, -53.56%,Dream Presentation,"-9,781.1",$50, 0.85,-,5894,Real, 73%
13.0, -0.33%,82.7%,-74.9%,https://www.signalstart.com/analysis/goldmine/53952, -9.44%,Goldmine,"-5,928.7",$50, 0.51,-,36,Real, 61%
3.43, 1.24%,52.4%,254.28%,https://www.signalstart.com/analysis/mercury-rec-r5/96192, 44.41%,MERCURY REC R5,407.6,$75, 1.66,-,188,Real, 77%
6.33, -0.28%,49.4%,-41.23%,https://www.signalstart.com/analysis/premier-fx-vip-2/66754, -8.04%,Premier FX VIP 2,"-1,653.7",$75, 0.71,-,902,Real, 53%
