age,daily,drawdown,gain,link,monthly,name,pips,price,profit_factor,rank,trades,type,won
6.82, -0.04%,66.4%,-7.55%,https://www.signalstart.com/analysis/icmarkets1/98124, -1.14%,ICMARKETS1,169.6,$30, 0.99,-,107,Real, 38%
7.3, -0.04%,67.5%,-7.59%,https://www.signalstart.com/analysis/moonlight/115078, -1.07%,Moonlight,971,$39, 1.01,-,538,Real, 83%
8.02, -0.04%,68.7%,-9.55%,https://www.signalstart.com/analysis/dogaressa-std-2/66508, -1.24%,Dogaressa STD 2,"-13,065.7",$100, 0.92,-,4263,Real, 64%
6.75, -0.04%,25.2%,-7.98%,https://www.signalstart.com/analysis/servequant/99545, -1.22%,ServeQuant,462.5,$90, 0.93,-,256,Real, 60%
32.0, -0.01%,44.7%,-9.64%,https://www.signalstart.com/analysis/sfe-eurusd/41892, -0.30%,SFE EURUSD,"7,695.3",$40, 0.84,-,1811,Real, 52%
16.0, -0.02%,62.8%,-9.51%,https://www.signalstart.com/analysis/dailytrader/64673, -0.60%,DailyTrader,"-3,599.3",$75, 0.82,-,899,Real, 69%
41.0, -0.01%,70.8%,-9.94%,https://www.signalstart.com/analysis/finafolio/15980, -0.25%,FINAFOLIO,"14,254.7",$30, 1.03,-,4054,Real, 62%
15.0, -0.02%,80.2%,-9.52%,https://www.signalstart.com/analysis/multi-swing-trades/89325, -0.65%,Multi Swing Trades,"5,334.8",$30, 1,-,1026,Real, 48%
6.75, -0.05%,32.4%,-10.34%,https://www.signalstart.com/analysis/alfa-hedge/103850, -1.60%,Alfa hedge,"-6,231.6",$50, 0.96,-,276,Real, 51%
17.0, -0.02%,29.9%,-10.6%,https://www.signalstart.com/analysis/top-legacy-fx/52010, -0.62%,Top Legacy FX,"-1,323.8",$50, 0.91,-,1136,Real, 64%
13.0, -0.03%,49.7%,-11.1%,https://www.signalstart.com/analysis/spetrading/63403, -0.88%,speTrading,"-1,455.9",$35, 0.79,-,247,Real, 38%
1.26, -0.31%,22.3%,-11.1%,https://www.signalstart.com/analysis/highprofitfxsys/127293, -8.77%,HighProfitFXSys,57.4,$30, 1.03,-,81,Real, 53%
0.87, -0.55%,52.8%,-13.44%,https://www.signalstart.com/analysis/emr/132956, -13.44%,EMR,218.9,$49, 1,-,107,Real, 89%
14.0, -0.04%,22%,-16.8%,https://www.signalstart.com/analysis/chameleon/117430, -1.28%,Chameleon,"-16,911.2",$39, 0.39,-,1476,Real, 59%
0.28, -2.13%,17.7%,-15.81%,https://www.signalstart.com/analysis/long-term-consistency/142273, -15.81%,Long Term Consistency,"-1,152.8",$30, 0.6,-,89,Real, 42%
7.69, -0.08%,99.9%,-17.29%,https://www.signalstart.com/analysis/microprofitsfx/105040, -2.43%,MicroProfitsFX,"6,675.3",$30, 1.29,-,1376,Real, 56%
51.0, -0.01%,68.7%,-16.38%,https://www.signalstart.com/analysis/double-live/18265, -0.34%,Double Live,"12,940.4",$75, 1.12,-,6010,Real, 67%
4.36, -0.15%,34.8%,-18.11%,https://www.signalstart.com/analysis/hdfx-trading/101904, -4.45%,HDFX Trading,"-1,710",$30, 0.61,-,192,Real, 73%
9.36, -0.06%,48.8%,-16.41%,https://www.signalstart.com/analysis/dxlxmxwx-coop/88366, -1.89%,DxLxMxWx Coop,"125,934.1",$100, 1.01,-,1524,Real, 74%
2.59, -0.26%,50.8%,-18.31%,https://www.signalstart.com/analysis/profit-fhqr/116891, -7.44%,Profit FHQR,-639.9,$30, 0.7,-,313,Real, 67%
1.03, -0.65%,56%,-18.33%,https://www.signalstart.com/analysis/mastersan/132186, -17.54%,MasterSan,778.9,$30, 1.02,-,389,Real, 60%
36.82, -0.02%,80.5%,-18.95%,https://www.signalstart.com/analysis/hk50-dailyfox/33442, -0.56%,HK50 Dailyfox,"-3,940.6",$30, 1.05,-,1185,Real, 62%
13.0, -0.05%,55.5%,-19.19%,https://www.signalstart.com/analysis/tradingauditado-adsc15m/58979, -1.51%,TRADINGAUDITADO ADSC15M,-64.1,$99, 0.79,-,53,Real, 96%
18.0, -0.04%,69.3%,-19.86%,https://www.signalstart.com/analysis/crazy-fox/40605, -1.19%,Crazy Fox,"-2,238.7",$30, 0.96,-,2551,Real, 71%
14.0, -0.07%,100%,-25.57%,https://www.signalstart.com/analysis/pa-strategy/54338, -1.99%,PA Strategy,"-4,420",$30, 0.64,-,677,Real, 72%
10.49, -0.07%,29.8%,-20.06%,https://www.signalstart.com/analysis/integrity-trading/64154, -2.11%,Integrity trading,"-2,530.4",$75, 0.82,-,631,Real, 61%
5.1, -0.20%,78.2%,-26.26%,https://www.signalstart.com/analysis/bj002/85153, -5.78%,BJ002,170.6,$75, 0.91,-,172,Real, 67%
4.85, -0.17%,61.4%,-22.56%,https://www.signalstart.com/analysis/fx-sprint/93371, -5.10%,FX Sprint,"-4,826.5",$30, 0.99,-,1120,Real, 63%
14.0, -0.07%,48.7%,-27.47%,https://www.signalstart.com/analysis/jedi/57102, -2.13%,Jedi,-723.8,$30, 1.05,-,60,Real, 62%
15.0, -0.06%,41.1%,-23.49%,https://www.signalstart.com/analysis/tradingauditado-cdsun/58980, -1.66%,TRADINGAUDITADO CDSUN,-97.4,$99, 0.8,-,67,Real, 78%
1.66, -0.66%,61.5%,-28.01%,https://www.signalstart.com/analysis/axitrader/121924, -17.74%,Axitrader,"6,528.1",$30, 0.7,-,157,Real, 50%
0.51, -2.22%,32.9%,-28.59%,https://www.signalstart.com/analysis/signals-everyday/142504, -28.59%,Signals everyday,-388.4,$75, 0.28,-,32,Real, 19%
17.0, -0.06%,34.5%,-27.61%,https://www.signalstart.com/analysis/trading-eurusd/51325, -1.82%,trading EURUSD,"19,662.1",$35, 0.86,-,2785,Real, 62%
8.02, -0.13%,79.6%,-27.62%,https://www.signalstart.com/analysis/mri/124787, -3.95%,MRI,"-24,920.2",$30, 0.92,-,1169,Real, 28%
4.46, -0.25%,42.5%,-28.94%,https://www.signalstart.com/analysis/enjoyhhwlife/127006, -7.34%,EnjoyHHWLife,"17,110.4",$499, 0.7,-,1668,Real, 62%
32.0, -0.03%,51.9%,-28.38%,https://www.signalstart.com/analysis/ea-happy-trend/32473, -1.00%,EA Happy Trend,-463.4,$30, 0.93,-,786,Real, 78%
0.51, -2.28%,85.2%,-29.26%,https://www.signalstart.com/analysis/hyperstrataplus/140376, -29.26%,HyperstrataPlus,"2,854.3",$100, 1.24,-,839,Real, 90%
4.56, -0.25%,93.9%,-29.34%,https://www.signalstart.com/analysis/gain-pips/99419, -7.30%,Gain Pips,"1,690.7",$500, 0.75,-,1754,Real, 84%
20.0, -0.05%,42%,-28.62%,https://www.signalstart.com/analysis/fxabakus/56043, -1.61%,FXabakus,"-9,135.3",$30, 0.54,-,1656,Real, 73%
2.62, -0.44%,99.9%,-29.41%,https://www.signalstart.com/analysis/coronafx/127615, -12.32%,CoronaFX,542.9,$39, 1.08,-,1306,Real, 57%
5.85, -0.20%,45.2%,-29.55%,https://www.signalstart.com/analysis/yoursuperannuation/84747, -5.78%,YourSuperAnnuation,-15.4,$30, 0.64,-,96,Real, 72%
34.0, -0.03%,65.6%,-29.65%,https://www.signalstart.com/analysis/safe-stable/140593, -1.01%,Safe and stable,"137,506.6",$50, 0.93,-,7987,Real, 57%
15.0, -0.08%,59%,-29.74%,https://www.signalstart.com/analysis/rabbit/55322, -2.23%,the rabbit,-113,$30, 0.89,-,143,Real, 48%
3.92, -0.36%,59.7%,-34.71%,https://www.signalstart.com/analysis/dimple-developments-trading/116436, -10.23%,Dimple Developments Trading,-273.9,$99, 0.58,-,128,Real, 65%
32.0, -0.04%,88.1%,-30.22%,https://www.signalstart.com/analysis/long-term-trading/66610, -1.07%,Long term trading,"1,098.2",$45, 1.4,-,82,Real, 98%
44.0, -0.03%,46.8%,-30.26%,https://www.signalstart.com/analysis/trinity-fx/114322, -0.79%,Trinity FX,"-1,645.9",$30, 0.91,-,1520,Real, 44%
25.0, -0.06%,68.5%,-35.2%,https://www.signalstart.com/analysis/good-2-go/40672, -1.68%,Good 2 Go,"-2,628.7",$30, 0.85,-,1130,Real, 74%
6.72, -0.18%,41.7%,-30.29%,https://www.signalstart.com/analysis/lda/123212, -5.21%,LDA,"-42,255.3",$35, 0.93,-,649,Real, 44%
11.2, -0.13%,44.7%,-35.64%,https://www.signalstart.com/analysis/sentiment-trade-v2/60998, -3.85%,Sentiment Trade v2,"4,775.8",$35, 0.69,-,960,Real, 65%
2.03, -0.62%,39%,-31.51%,https://www.signalstart.com/analysis/024/117402, -16.86%,024,68,$30, 0.84,-,267,Real, 68%
27.0, -0.05%,44.3%,-36.51%,https://www.signalstart.com/analysis/718/34129, -1.59%,718,"-30,814.8",$50, 0.51,-,1735,Real, 59%
13.0, -0.12%,76.1%,-39.67%,https://www.signalstart.com/analysis/sniper-fx-88/98635, -3.54%,Sniper fx 88,"-10,612.6",$50, 1.82,-,834,Real, 74%
29.0, -0.05%,71.2%,-35.88%,https://www.signalstart.com/analysis/torus002/64350, -1.47%,Torus002,214.5,$35, 0.96,-,2713,Real, 39%
2.56, -0.58%,36.9%,-35.9%,https://www.signalstart.com/analysis/huat90/111571, -15.82%,Huat90,"-3,885.7",$30, 0.39,-,487,Real, 60%
4.03, -0.45%,59.2%,-41.76%,https://www.signalstart.com/analysis/good-2-go-money-tree/98558, -12.50%,Good 2 Go Money Tree,"-4,397.4",$30, 0.54,-,322,Real, 70%
2.07, -0.79%,73.5%,-38.7%,https://www.signalstart.com/analysis/gold-field/132781, -20.94%,Gold Field,"-2,443.9",$130, 0.79,-,132,Real, 70%
7.92, -0.23%,76.4%,-41.79%,https://www.signalstart.com/analysis/fxyashwinstore-magic-trade/65781, -6.58%,Fxyashwinstore MAGIC TRADE,"2,483.1",$34, 1.05,-,445,Real, 58%
0.54, -3.33%,44.7%,-41.8%,https://www.signalstart.com/analysis/fxbaba-zscore-trading/138528, -41.80%,FXBABA ZScore Trading,"-2,219.1",$40, 0.47,-,427,Real, 30%
3.26, -0.51%,69.8%,-39.7%,https://www.signalstart.com/analysis/x5-forex-signals/118144, -14.28%,X5 Forex Signals,668,$79, 0.92,-,1253,Real, 64%
2.79, -0.67%,69%,-43.05%,https://www.signalstart.com/analysis/beat-market/108953, -18.12%,BEAT THE MARKET,"-2,027.6",$225, 0.67,-,534,Real, 69%
3.02, -0.63%,57.6%,-43.24%,https://www.signalstart.com/analysis/huat81/107882, -17.12%,Huat81,-323,$30, 0.79,-,76,Real, 71%
0.7, -2.79%,58.2%,-44.81%,https://www.signalstart.com/analysis/weirui-asset-management/135777, -44.81%,Weirui Asset Management,"-3,303.7",$30, 0.72,-,116,Real, 34%
14.0, -0.14%,56.6%,-45.28%,https://www.signalstart.com/analysis/sentiment-trade-v1/59882, -4.09%,Sentiment Trade v1,"8,676.9",$50, 0.7,-,1129,Real, 68%
40.0, -0.06%,96.5%,-52.38%,https://www.signalstart.com/analysis/shadow/57126, -1.80%,Shadow,"18,836.2",$59, 1.51,-,4769,Real, 75%
2.16, -0.97%,98%,-46.97%,https://www.signalstart.com/analysis/gracealphafx/128490, -25.22%,GraceAlphaFx,"24,512.8",$135, 1.11,-,307,Real, 64%
13.0, -0.16%,86%,-47.3%,https://www.signalstart.com/analysis/insomnia/61699, -4.63%,insomnia,"56,663.9",$30, 3.38,-,416,Real, 53%
23.0, -0.11%,85.1%,-53.23%,https://www.signalstart.com/analysis/spider-trader/113629, -3.11%,Spider Trader,"-3,816.6",$30, 0.9,-,574,Real, 61%
22.0, -0.10%,93.4%,-49.42%,https://www.signalstart.com/analysis/usd-billionaire-ii/37274, -2.99%,USD Billionaire II,"2,705,228.4",$30, 0.83,-,198,Real, 73%
41.0, -0.06%,69.6%,-53.27%,https://www.signalstart.com/analysis/tap/19837, -1.81%,TAP,"6,711.1",$30, 0.92,-,4240,Real, 74%
15.0, -0.15%,59.5%,-50.23%,https://www.signalstart.com/analysis/aaafx96/104270, -4.47%,aaafx96,-90.2,$35, 0.74,-,759,Real, 63%
0.47, -6.39%,73.6%,-60.35%,https://www.signalstart.com/analysis/tr-xauusd/142336, -60.35%,TR XAUUSD,"-3,846",$75, 0.65,-,140,Real, 66%
15.0, -0.17%,76.4%,-55.17%,https://www.signalstart.com/analysis/cw-signals/66599, -5.08%,CW Signals,"2,827.8",$30, 1,-,1632,Real, 52%
6.36, -0.48%,94.9%,-60.46%,https://www.signalstart.com/analysis/martin-mcfly/74058, -13.53%,Martin McFly,"-10,203.6",$30, 0.9,-,6471,Real, 59%
6.75, -0.42%,83.2%,-57.12%,https://www.signalstart.com/analysis/fx-daily-profits/93938, -11.74%,FX Daily Profits,"-415,384.5",$30, 0.85,-,1442,Real, 80%
11.26, -0.25%,71.8%,-57.15%,https://www.signalstart.com/analysis/dolphin/62858, -7.24%,Dolphin,"10,670",$30, 0.7,-,801,Real, 75%
3.02, -1.09%,83.9%,-62.64%,https://www.signalstart.com/analysis/bewin1/107259, -27.85%,Bewin1,"1,071.6",$30, 1.01,-,499,Real, 79%
0.67, -4.53%,95.3%,-60.42%,https://www.signalstart.com/analysis/safety-trading/139676, -60.42%,Safety trading,"1,412.6",$75, 0.93,-,87,Real, 95%
2.02, -1.71%,74.3%,-64.57%,https://www.signalstart.com/analysis/swissforexsignal/135182, -40.23%,SwissForexSignal,-752.8,$30, 0.48,-,312,Real, 47%
15.0, -0.24%,80%,-66.23%,https://www.signalstart.com/analysis/aaa97/104403, -6.87%,Aaa97,"-2,537",$35, 0.94,-,1436,Real, 78%
28.0, -0.11%,93.9%,-62.3%,https://www.signalstart.com/analysis/zenith/78104, -3.33%,Zenith,"19,083.5",$69, 1.35,-,3079,Real, 79%
7.26, -0.52%,72.3%,-67.79%,https://www.signalstart.com/analysis/premier-fx-vip-2/66754, -14.41%,Premier FX VIP 2,"-2,468.8",$75, 0.66,-,1125,Real, 51%
22.0, -0.18%,92.6%,-70.42%,https://www.signalstart.com/analysis/shareholder-ii/36667, -5.30%,Shareholder II,-6,$65, 0.72,-,47,Real, 81%
16.0, -0.27%,86.1%,-73.22%,https://www.signalstart.com/analysis/no-pain-no-gain/53320, -7.77%,No pain no gain,"4,697.2",$30, 0.98,-,2237,Real, 73%
46.0, -0.12%,95.8%,-81.83%,https://www.signalstart.com/analysis/kk-ausgeglichen/22259, -3.56%,KK ausgeglichen,"2,596",$69, 0.78,-,2177,Real, 68%
12.3, -0.43%,87.4%,-80.01%,https://www.signalstart.com/analysis/realistic/57967, -12.10%,Realistic,"1,702.2",$40, 0.77,-,800,Real, 57%
7.52, -0.77%,97.4%,-82.64%,https://www.signalstart.com/analysis/fxsmurf/66390, -20.70%,FxSmurf,-713.3,$45, 1.09,-,714,Real, 66%
3.33, -1.63%,83%,-80.63%,https://www.signalstart.com/analysis/moav6/143449, -38.74%,Moav6,"5,480.8",$75, 0.38,-,61,Real, 72%
4.89, -1.13%,100%,-81.24%,https://www.signalstart.com/analysis/masogi/91999, -28.85%,Masogi,"5,133.4",$40, 1.01,-,866,Real, 80%
39.0, -0.15%,93.5%,-82.75%,https://www.signalstart.com/analysis/investoea/19849, -4.35%,InvestoEA,"-1,411.2",$30, 0.59,-,455,Real, 71%
1.2, -4.62%,84.4%,-81.79%,https://www.signalstart.com/analysis/golden-pearl/128182, -75.35%,Golden pearl,"26,917.8",$70, 0.74,-,1000,Real, 58%
43.0, -0.14%,97%,-84.07%,https://www.signalstart.com/analysis/genesis-asset-monitor/21670, -4.09%,GENESIS ASSET MONITOR,"174,933.1",$40, 0.9,-,500,Real, 86%
35.0, -0.18%,100%,-84.73%,https://www.signalstart.com/analysis/beginningtrade/23627, -5.12%,Beginningtrade,"-1,495,330.4",$40, 0.68,-,1408,Real, 46%
13.0, -0.42%,94.7%,-83.42%,https://www.signalstart.com/analysis/mvg-trading/56447, -11.98%,MVG Trading,"2,638.6",$49, 0.79,-,2109,Real, 77%
11.72, -0.66%,95.4%,-90.36%,https://www.signalstart.com/analysis/tikkun/66578, -18.05%,Tikkun,"-28,892.8",$149, 0.68,-,477,Real, 42%
25.0, -0.23%,98.5%,-83.47%,https://www.signalstart.com/analysis/pandora-fx-2/38878, -6.65%,Pandora FX 2,"-16,061.8",$89, 1.14,-,8458,Real, 71%
39.0, -0.15%,96.5%,-84.52%,https://www.signalstart.com/analysis/amazing/22731, -4.54%,Amazing,"641,871.6",$100, 1.19,-,3380,Real, 88%
18.0, -0.44%,97.5%,-92.04%,https://www.signalstart.com/analysis/pro-trend/60991, -12.42%,PRO TREND,"17,914.8",$30, 0.88,-,898,Real, 49%
4.82, -1.32%,89.9%,-85.37%,https://www.signalstart.com/analysis/best-esma-trading/88121, -32.73%,Best of ESMA Trading,"-3,624.8",$49, 0.68,-,692,Real, 67%
25.0, -0.34%,93.4%,-93.28%,https://www.signalstart.com/analysis/tff/56203, -9.82%,TFF,"-6,241.1",$30, 0.46,-,568,Real, 54%
64.0, -0.10%,93.8%,-86.21%,https://www.signalstart.com/analysis/machine/8184, -2.97%,The Machine,"-17,851.2",$45, 0.84,-,1373,Real, 59%
12.95, -0.69%,98.8%,-93.51%,https://www.signalstart.com/analysis/fxpolly-swing/64053, -18.78%,FxPolly Swing,"-8,705.2",$49, 0.84,-,108,Real, 33%
2.75, -3.24%,94.3%,-93.52%,https://www.signalstart.com/analysis/butterfly/109219, -62.60%,Butterfly,"-13,181",$30, 0.47,-,325,Real, 62%
2.03, -4.58%,97.7%,-94.27%,https://www.signalstart.com/analysis/shano-living/118648, -75.21%,Shano Living,-178.4,$500, 0.44,-,253,Real, 56%
10.56, -0.91%,99.9%,-94.41%,https://www.signalstart.com/analysis/sundar-pro/62824, -23.86%,Sundar Pro,"1,292.7",$39, 0.91,-,352,Real, 79%
6.26, -1.55%,97.5%,-94.66%,https://www.signalstart.com/analysis/gladiator/79448, -37.27%,Gladiator,"-18,609.6",$69, 0.65,-,3356,Real, 31%
2.2, -4.38%,95.9%,-94.78%,https://www.signalstart.com/analysis/profits-every-day/115806, -73.62%,profits every day,46.5,$30, 0.64,-,148,Real, 48%
10.07, -1.16%,98.8%,-97.05%,https://www.signalstart.com/analysis/laughing-fighting/61030, -29.50%,Laughing and Fighting,"7,856.8",$70, 0.82,-,290,Real, 51%
16.0, -0.64%,99.6%,-95.81%,https://www.signalstart.com/analysis/trader51/129820, -17.51%,Trader51,"7,582.4",$30, 1.24,-,1539,Real, 89%
4.39, -2.49%,98.2%,-96.42%,https://www.signalstart.com/analysis/cloudy/112502, -52.94%,Cloudy,"69,895.9",$150, 1.13,-,3500,Real, 56%
38.0, -0.34%,99.8%,-98.17%,https://www.signalstart.com/analysis/revenant/57128, -9.72%,Revenant,"20,538.6",$59, 1.52,-,3936,Real, 76%
33.0, -0.32%,99.7%,-96.03%,https://www.signalstart.com/analysis/bitcoinbuyaddea/28283, -9.14%,BitcoinBuyAddEA,"162,730.4",$49, 2.77,-,25,Real, 56%
12.43, -0.95%,97.7%,-97.26%,https://www.signalstart.com/analysis/eutradercash/132599, -24.80%,EuTraderCash,"-3,353",$30, 0.36,-,958,Real, 70%
26.0, -0.51%,100%,-98.39%,https://www.signalstart.com/analysis/safescalping/56263, -14.24%,SafeScalping,"-114,529.3",$30, 0.73,-,32437,Real, 93%
2.85, -4.73%,99.9%,-98.45%,https://www.signalstart.com/analysis/sig-fhqr2/117388, -76.43%,Sig FHQR2,"-4,590",$30, 0.76,-,753,Real, 52%
3.02, -3.86%,99.9%,-97.11%,https://www.signalstart.com/analysis/sm-gti/139102, -69.12%,SM GTI,-53.2,$75, 0.98,-,86,Real, 87%
17.0, -0.77%,100%,-98.52%,https://www.signalstart.com/analysis/forexstay-100-million/98418, -20.77%,FOREXSTAY 100 TO MILLION,"1,652.3",$30, 1.61,-,181,Real, 78%
44.0, -0.31%,99.1%,-98.52%,https://www.signalstart.com/analysis/easy-aud-eur-gbp/21958, -8.97%,Easy AUD EUR GBP,952.9,$30, 0.74,-,565,Real, 73%
6.26, -2.27%,99.9%,-98.67%,https://www.signalstart.com/analysis/takeyoutime/81765, -49.74%,TakeYouTime,"-34,721",$35, 0.9,-,3264,Real, 60%
2.33, -6.11%,100%,-98.79%,https://www.signalstart.com/analysis/professional-hedge-system/132417, -84.71%,Professional Hedge System,"7,072.6",$59, 1.64,-,707,Real, 63%
7.07, -2.02%,99.6%,-98.69%,https://www.signalstart.com/analysis/account-13/75857, -45.76%,Account 13,"-9,614",$30, 0.95,-,3561,Real, 43%
3.46, -4.53%,100%,-99.19%,https://www.signalstart.com/analysis/hope-future/102184, -74.94%,Hope and a future,"16,166",$30, 1.22,-,841,Real, 79%
4.82, -3.08%,99.2%,-98.93%,https://www.signalstart.com/analysis/top-gun/89885, -60.78%,Top Gun,"-65,699.6",$30, 0.57,-,3009,Real, 61%
0.47, -27.87%,99.6%,-98.97%,https://www.signalstart.com/analysis/secret-high/140173, -98.97%,secret high,-19.3,$30, 0.6,-,123,Real, 67%
1.89, -8.12%,100%,-99.2%,https://www.signalstart.com/analysis/forex-stable-profits-low-dd/125851, -91.94%,Forex Stable Profits Low DD,"26,996",$50, 1,-,643,Real, 72%
14.0, -1.09%,99.5%,-99.16%,https://www.signalstart.com/analysis/igi-master/62802, -28.00%,IGI Master,"15,982.2",$35, 0.94,-,1249,Real, 70%
2.02, -7.80%,99.3%,-99.23%,https://www.signalstart.com/analysis/wise-scalping/118158, -91.07%,WISE SCALPING,"-1,619.7",$75, 0.24,-,260,Real, 64%
55.0, -0.29%,100%,-99.16%,https://www.signalstart.com/analysis/marcoval/74198, -8.21%,MarcoVal,"21,293",$30, 1.53,-,1560,Real, 88%
14.0, -1.10%,99.8%,-99.32%,https://www.signalstart.com/analysis/golden-profit/55810, -28.20%,Golden Profit,"3,777.6",$34, 0.88,-,367,Real, 76%
8.85, -1.87%,100%,-99.34%,https://www.signalstart.com/analysis/s7a-forex/124857, -43.21%,S7A Forex,"-3,163",$30, 1.02,-,400,Real, 72%
9.3, -1.85%,99.9%,-99.45%,https://www.signalstart.com/analysis/dream-presentation/66495, -42.80%,Dream Presentation,"-10,525.7",$50, 0.86,-,6397,Real, 73%
34.0, -0.50%,100%,-99.5%,https://www.signalstart.com/analysis/46485/29936, -14.04%,46485,"104,492.1",$49, 0.99,-,2396,Real, 55%
71.0, -0.26%,99.9%,-99.64%,https://www.signalstart.com/analysis/dream-master-100/31246, -7.48%,dream master 100,"-1,472.2",$75, 0.89,-,584,Real, 78%
15.0, -1.21%,99.9%,-99.65%,https://www.signalstart.com/analysis/excellence/71531, -30.57%,Excellence,"3,314.2",$49, 0.93,-,4320,Real, 71%
13.0, -1.36%,100%,-99.65%,https://www.signalstart.com/analysis/sunny-method/59012, -33.57%,Sunny method,"-3,498.2",$75, 0.81,-,1092,Real, 70%
19.0, -0.96%,99.9%,-99.66%,https://www.signalstart.com/analysis/currency-strength/68731, -25.12%,currency strength,"-23,048.8",$105, 0.72,-,3783,Real, 39%
2.52, -7.25%,99.8%,-99.67%,https://www.signalstart.com/analysis/fbm-prox/111998, -89.40%,FBM ProX,"-33,051.9",$175, 0.91,-,689,Real, 71%
69.0, -0.27%,99.9%,-99.68%,https://www.signalstart.com/analysis/robo/67422, -7.90%,Robo,"3,542.2",$30, 1.06,-,2117,Real, 77%
26.0, -0.71%,99.9%,-99.7%,https://www.signalstart.com/analysis/lab-story-live/31622, -19.16%,LAB STORY LIVE,"31,135.6",$30, 0.68,-,1221,Real, 72%
7.2, -2.65%,100%,-99.7%,https://www.signalstart.com/analysis/robert-bobby-axelrod/76655, -55.25%,Robert Bobby Axelrod,"36,607.5",$30, 1.09,-,917,Real, 74%
1.43, -12.67%,100%,-99.7%,https://www.signalstart.com/analysis/kiwisniper/127419, -98.20%,KiwiSniper,925.2,$450, 1.34,-,1512,Real, 73%
0.9, -19.89%,100%,-99.75%,https://www.signalstart.com/analysis/private-forex-firm/131843, -99.75%,Private Forex Firm,"20,646",$398, 0.78,-,528,Real, 84%
3.43, -5.69%,100%,-99.76%,https://www.signalstart.com/analysis/fx-money-maker-ii/129561, -82.63%,FX Money Maker II,-796.8,$39, 1.14,-,511,Real, 72%
7.1, -2.80%,100%,-99.76%,https://www.signalstart.com/analysis/gan/101491, -57.23%,gan,"-2,649.4",$43, 1.06,-,3732,Real, 64%
27.0, -0.75%,100%,-99.81%,https://www.signalstart.com/analysis/easy-money/31727, -20.22%,Easy Money,"2,546.5",$30, 1.03,-,1238,Real, 42%
1.39, -13.82%,99.9%,-99.81%,https://www.signalstart.com/analysis/mundobrokers/146151, -98.79%,Mundobrokers,-504.7,$30, 0.8,-,391,Real, 79%
1.33, -14.50%,100%,-99.81%,https://www.signalstart.com/analysis/arablegned/131948, -99.04%,Arablegned,"25,496.4",$77, 1.16,-,612,Real, 63%
50.0, -0.41%,100%,-99.81%,https://www.signalstart.com/analysis/extrader/7224, -11.50%,extrader,"-29,835.8",$30, 0.76,-,1479,Real, 79%
10.03, -2.05%,100%,-99.81%,https://www.signalstart.com/analysis/profittrain/76662, -46.28%,ProfitTrain,"-2,780.3",$45, 0.73,-,884,Real, 61%
2.16, -9.13%,99.9%,-99.8%,https://www.signalstart.com/analysis/focustradefx-medium-risk-3k/134895, -94.23%,FocusTradeFX Medium Risk 3K,-915,$30, 0.7,-,735,Real, 88%
10.43, -1.96%,99.9%,-99.8%,https://www.signalstart.com/analysis/prifitable-trading/63732, -44.73%,Prifitable Trading,"-50,189.3",$300, 0.93,-,3119,Real, 66%
96.2, -0.21%,100%,-99.8%,https://www.signalstart.com/analysis/copymymt4trade/47835, -6.15%,copymymt4trade,"-5,619.8",$75, 0.94,-,3242,Real, 51%
6.52, -3.06%,100%,-99.77%,https://www.signalstart.com/analysis/super-scalper/78629, -60.51%,SUPER SCALPER,"-37,192.4",$199, 0.78,-,3117,Real, 82%
1.16, -16.51%,99.9%,-99.82%,https://www.signalstart.com/analysis/19002028/131871, -99.52%,19002028,"3,855.7",$39, 0.15,-,153,Real, 63%
14.0, -1.47%,99.9%,-99.83%,https://www.signalstart.com/analysis/richthegreat/57876, -35.77%,Richthegreat,"-10,700.6",$30, 0.67,-,879,Real, 76%
28.0, -0.73%,99.9%,-99.82%,https://www.signalstart.com/analysis/archaxi/55840, -19.69%,ArchAxi,"-171,369.5",$75, 0.46,-,590,Real, 56%
25.0, -0.84%,99.9%,-99.84%,https://www.signalstart.com/analysis/byrontrading/68997, -22.37%,Byrontrading,"-6,640.5",$30, 0.75,-,1545,Real, 61%
86.0, -0.25%,100%,-99.84%,https://www.signalstart.com/analysis/nolife/42375, -7.12%,NoLife,"1,872.9",$30, 1.03,-,189,Real, 48%
8.43, -2.54%,100%,-99.85%,https://www.signalstart.com/analysis/caliber-best-return/103136, -53.76%,Caliber Best Return,"-11,504.1",$45, 0.87,-,1111,Real, 55%
9.79, -2.20%,100%,-99.86%,https://www.signalstart.com/analysis/1minscalpingpro/113531, -48.71%,1minscalpingPRO,"29,455.2",$30, 1.03,-,3484,Real, 68%
14.0, -1.53%,99.9%,-99.86%,https://www.signalstart.com/analysis/grand-capital-mix/57101, -36.94%,Grand Capital Mix,"-1,089.3",$75, 0.52,-,528,Real, 57%
8.23, -2.67%,100%,-99.88%,https://www.signalstart.com/analysis/activetrader-pro-low-risk/65357, -55.53%,ActiveTrader Pro Low Risk,"-11,539.9",$150, 1.38,-,6248,Real, 79%
4.43, -4.91%,100%,-99.88%,https://www.signalstart.com/analysis/jhonson-pro/95205, -77.78%,Jhonson Pro,-170.9,$70, 0.95,-,310,Real, 79%
3.85, -5.64%,100%,-99.88%,https://www.signalstart.com/analysis/priceactionbasket/110801, -82.34%,PriceActionBasket,"185,747.9",$30, 0.87,-,1648,Real, 58%
